,Area Type,Area Name,Year,Month,Date,Series Code,Industry Title,Seasonally Adjusted,Current Employment
2180,Metropolitan Area,Chico MSA,2019,December,12/01/2019,60000000,Professional and Business Services,N,5800
2181,Metropolitan Area,El Centro MSA,2019,December,12/01/2019,1000000,Total Wage and Salary,N,65800
2182,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2019,December,12/01/2019,90920000,State Government,N,83200
2183,Metropolitan Area,Oakland-Hayward-Berkeley MD,2019,December,12/01/2019,90931611,Local Government Education,N,61300
2184,Metropolitan Area,Santa Maria-Santa Barbara MSA,2019,December,12/01/2019,41000000,Wholesale Trade,N,5100
2185,Metropolitan Area,Stockton-Lodi MSA,2019,December,12/01/2019,5000000,Total Private,N,206900
2186,Metropolitan Area,Visalia-Porterville MSA,2019,December,12/01/2019,90000000,Government,N,33000
2187,State,California,2019,December,12/01/2019,80811100,Auto Repair & Maintenance,N,117900
2188,State,California,2019,December,12/01/2019,65623300,Comm Care Facilities for the Elderly,N,99800
2189,State,California,2019,December,12/01/2019,55531000,Real Estate,N,239000
2190,County,Imperial County,2020,January,01/01/2020,90910000,Federal Government,N,2200
2191,County,Kern County,2020,January,01/01/2020,65621000,Ambulatory Health Care Services,N,15400
2192,County,Los Angeles County,2020,January,01/01/2020,41423000,"Merchant Wholesalers, Durable Goods",N,100400
2193,County,Mendocino County,2020,January,01/01/2020,90930000,Local Government,N,6290
2194,County,Monterey County,2020,January,01/01/2020,80000000,Other Services,N,4900
2195,County,Monterey County,2020,January,01/01/2020,1000000,Total Wage and Salary,N,176300
2196,County,Napa County,2020,January,01/01/2020,90940000,State and Local Government,N,9800
2197,County,Napa County,2020,January,01/01/2020,80000000,Other Services,N,2000
2198,County,Orange County,2020,January,01/01/2020,55522100,Depository Credit Intermediation,N,17800
2199,County,San Bernardino County,2020,January,01/01/2020,60560000,Administrative and Support and Waste Ser,N,57900
2200,County,San Diego County,2020,January,01/01/2020,65620000,Health Care and Social Assistance,N,190200
2201,County,San Diego County,2020,January,01/01/2020,55000000,Financial Activities,N,77300
2202,County,San Diego County,2020,January,01/01/2020,41424000,"Merchant Wholesalers, Nondurable Goods",N,16800
2203,County,Santa Cruz County,2020,January,01/01/2020,32000000,Nondurable Goods,N,3200
2204,County,Shasta County,2020,January,01/01/2020,42000000,Retail Trade,N,9000
2205,County,Shasta County,2020,January,01/01/2020,43000000,"Transportation, Warehousing and Utilitie",N,2000
2206,County,Sonoma County,2020,January,01/01/2020,90939012,County,N,4700
2207,County,Tehama County,2020,January,01/01/2020,50000000,Information,N,80
2208,Metropolitan Area,Chico MSA,2020,January,01/01/2020,0,Total Nonfarm,Y,81100
2209,Metropolitan Area,El Centro MSA,2020,January,01/01/2020,5000000,Total Private,N,34500
2210,Metropolitan Area,Fresno MSA,2020,January,01/01/2020,6000000,Goods Producing,N,45000
2211,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2020,January,01/01/2020,31334000,Computer and Electronic Product Manufact,N,40600
2212,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2020,January,01/01/2020,55524000,Insurance Carriers and Related,N,48900
2213,Metropolitan Area,Madera MSA,2020,January,01/01/2020,1000000,Total Wage and Salary,N,52000
2214,Metropolitan Area,Modesto MSA,2020,January,01/01/2020,11000000,Total Farm,N,12300
2215,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2020,January,01/01/2020,43400089,Transportation and Warehousing,N,5500
2216,Metropolitan Area,Salinas MSA,2020,January,01/01/2020,42000000,Retail Trade,N,16600
2217,Metropolitan Area,San Diego-Carlsbad MSA,2020,January,01/01/2020,30000000,Manufacturing,N,117700
2218,Metropolitan Area,San Diego-Carlsbad MSA,2020,January,01/01/2020,90931611,Local Government Education,N,80700
2219,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2020,January,01/01/2020,65620000,Health Care and Social Assistance,N,115800
2220,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2020,January,01/01/2020,20000000,Construction,N,45800
2221,Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,2020,January,01/01/2020,30000000,Manufacturing,N,7700
2222,Metropolitan Area,Vallejo-Fairfield MSA,2020,January,01/01/2020,90939012,County,N,2900
2223,Metropolitan Area,Yuba City MSA,2020,January,01/01/2020,8000000,Private Service Providing,N,29400
2224,State,California,2020,January,01/01/2020,55523000,"Securities, Commodity Contracts and Inve",N,97300
2225,State,California,2020,January,01/01/2020,70711100,Performing Arts Companies,N,14100
2226,State,California,2020,January,01/01/2020,50515000,Broadcasting (except Internet),N,42900
2227,County,Colusa County,2020,February,02/01/2020,11000000,Total Farm,N,2350
2228,County,Del Norte County,2020,February,02/01/2020,90910000,Federal Government,N,120
2229,County,El Dorado County,2020,February,02/01/2020,7000000,Service Providing,N,50800
2230,County,Glenn County,2020,February,02/01/2020,0,Total Nonfarm,N,7300
2231,County,Humboldt County,2020,February,02/01/2020,31000000,Durable Goods,N,1100
2232,County,Kern County,2020,February,02/01/2020,20000000,Construction,N,16200
2233,County,Los Angeles County,2020,February,02/01/2020,42442000,Furniture and Home Furnishings Stores,N,13100
2234,County,Mariposa County,2020,February,02/01/2020,20000000,Construction,N,180
2235,County,Merced County,2020,February,02/01/2020,1000000,Total Wage and Salary,N,82400
2236,County,Monterey County,2020,February,02/01/2020,90910000,Federal Government,N,5500
2237,County,Orange County,2020,February,02/01/2020,55522200,Nondepository Credit Intermediation,N,15300
2238,County,Riverside County,2020,February,02/01/2020,6000000,Goods Producing,N,115400
2239,County,Riverside County,2020,February,02/01/2020,90920000,State Government,N,18300
2240,County,San Luis Obispo County,2020,February,02/01/2020,11000000,Total Farm,N,5100
2241,County,Sierra County,2020,February,02/01/2020,5000000,Total Private,N,200
2242,County,Tuolumne County,2020,February,02/01/2020,32000000,Nondurable Goods,N,160
2243,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2020,February,02/01/2020,60540000,"Professional, Scientific and Technical S",N,136500
2244,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2020,February,02/01/2020,50517000,Telecommunications,N,6400
2245,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2020,February,02/01/2020,80813000,"Religious, Grantmaking, Civic, Professio",N,63300
2246,Metropolitan Area,Merced MSA,2020,February,02/01/2020,0,Total Nonfarm,Y,70900
2247,Metropolitan Area,Oakland-Hayward-Berkeley MD,2020,February,02/01/2020,41423000,"Merchant Wholesalers, Durable Goods",N,24900
2248,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2020,February,02/01/2020,65623000,Nursing and Residential Care Facilities,N,27800
2249,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2020,February,02/01/2020,65000000,Educational and Health Services,N,171000
2250,Metropolitan Area,Salinas MSA,2020,February,02/01/2020,55000000,Financial Activities,N,4300
2251,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2020,February,02/01/2020,42452000,General Merchandise Stores,N,8600
2252,Metropolitan Area,Santa Rosa MSA,2020,February,02/01/2020,90939012,County,N,4800
2253,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2020,February,02/01/2020,70722300,Special Food Services,N,12400
2254,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2020,February,02/01/2020,0,Total Nonfarm,N,1161200
2255,Metropolitan Area,San Rafael MD,2020,February,02/01/2020,90919110,Department of Defense,N,0
2256,Metropolitan Area,Santa Rosa MSA,2020,February,02/01/2020,65620000,Health Care and Social Assistance,N,34100
2257,Metropolitan Area,Vallejo-Fairfield MSA,2020,February,02/01/2020,90939022,City,N,2600
2258,State,California,2020,February,02/01/2020,42443000,Electronics and Appliance Stores,N,58400
2259,State,California,2020,February,02/01/2020,90930000,Local Government,Y,1824500
2260,State,California,2020,February,02/01/2020,50512110,Motion Picture & Video Production,N,139100
2261,County,Butte County,2020,March,03/01/2020,90930000,Local Government,N,11900
2262,County,Colusa County,2020,March,03/01/2020,43000000,"Transportation, Warehousing and Utilitie",N,210
2263,County,Fresno County,2020,March,03/01/2020,65622000,Hospitals,N,14300
2264,County,Glenn County,2020,March,03/01/2020,90920000,State Government,N,80
2265,County,Kern County,2020,March,03/01/2020,60560000,Administrative and Support and Waste Ser,N,15000
2266,County,Los Angeles County,2020,March,03/01/2020,5000000,Total Private,N,3959400
2267,County,Los Angeles County,2020,March,03/01/2020,50511100,"Newspaper, Periodical, Book and Director",N,7200
2268,County,Mendocino County,2020,March,03/01/2020,65000000,Educational and Health Services,N,5890
2269,County,Orange County,2020,March,03/01/2020,60541500,Computer Systems Design and Related Serv,N,24200
2270,County,Orange County,2020,March,03/01/2020,90910000,Federal Government,N,11100
2271,County,Plumas County,2020,March,03/01/2020,6000000,Goods Producing,N,860
2272,County,San Luis Obispo County,2020,March,03/01/2020,70722000,Food Services and Drinking Places,N,12600
2273,County,Solano County,2020,March,03/01/2020,60560000,Administrative and Support and Waste Ser,N,5600
2274,County,Yolo County,2020,March,03/01/2020,50000000,Information,N,800
2275,Metropolitan Area,Bakersfield MSA,2020,March,03/01/2020,65610000,Educational Services,N,1800
2276,Metropolitan Area,Fresno MSA,2020,March,03/01/2020,30000000,Manufacturing,N,25800
2277,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2020,March,03/01/2020,32311000,Food Manufacturing,N,39600
2278,Metropolitan Area,Modesto MSA,2020,March,03/01/2020,42452000,General Merchandise Stores,N,4600
2279,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2020,March,03/01/2020,5000000,Total Private,N,264100
2280,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2020,March,03/01/2020,65610000,Educational Services,N,21500
2281,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2020,March,03/01/2020,70722590,Limited-Service Eating Places,N,41600
2282,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2020,March,03/01/2020,6000000,Goods Producing,N,108600
2283,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2020,March,03/01/2020,50000000,Information,N,104300
2284,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2020,March,03/01/2020,20000000,Construction,N,52700
2285,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2020,March,03/01/2020,42446000,Health and Personal Care Stores,N,4700
2286,Metropolitan Area,Stockton-Lodi MSA,2020,March,03/01/2020,70000000,Leisure and Hospitality,N,22300
2287,Metropolitan Area,Vallejo-Fairfield MSA,2020,March,03/01/2020,8000000,Private Service Providing,N,92500
2288,Metropolitan Area,Visalia-Porterville MSA,2020,March,03/01/2020,70722000,Food Services and Drinking Places,N,10500
2289,Metropolitan Area,Visalia-Porterville MSA,2020,March,03/01/2020,70000000,Leisure and Hospitality,N,12300
2290,State,California,2020,March,03/01/2020,30000000,Manufacturing,Y,1322700
2291,County,Butte County,2020,April,04/01/2020,65000000,Educational and Health Services,N,16500
2292,County,Napa County,2020,April,04/01/2020,8000000,Private Service Providing,N,32400
2293,County,Orange County,2020,April,04/01/2020,90932994,Special Districts plus Indian Tribes,N,7200
2294,County,Plumas County,2020,April,04/01/2020,41000000,Wholesale Trade,N,40
2295,County,San Benito County,2020,April,04/01/2020,20000000,Construction,N,1200
2296,County,San Joaquin County,2020,April,04/01/2020,50000000,Information,N,1300
2297,County,Siskiyou County,2020,April,04/01/2020,20000000,Construction,N,400
2298,County,Ventura County,2020,April,04/01/2020,60560000,Administrative and Support and Waste Ser,N,16600
2299,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2020,April,04/01/2020,90939022,City,N,92700
2300,Metropolitan Area,Modesto MSA,2020,April,04/01/2020,42000000,Retail Trade,N,18800
2301,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2020,April,04/01/2020,90910000,Federal Government,N,14400
2302,Metropolitan Area,San Diego-Carlsbad MSA,2020,April,04/01/2020,90931611,Local Government Education,N,80700
2303,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2020,April,04/01/2020,90921611,State Government Education,N,23100
2304,Metropolitan Area,Santa Maria-Santa Barbara MSA,2020,April,04/01/2020,90931611,Local Government Education,N,11900
2305,Metropolitan Area,Visalia-Porterville MSA,2020,April,04/01/2020,55520000,Finance and Insurance,N,2600
2306,State,California,2020,April,04/01/2020,43488400,Support Activities for Road transp.,N,14700
2307,State,California,2020,April,04/01/2020,32315100,Apparel Knitting Mills,N,300
2308,State,California,2020,April,04/01/2020,31332000,Fabricated Metal Product Mfg,N,121100
2309,County,Humboldt County,2020,May,05/01/2020,90940000,State and Local Government,N,12700
2310,County,Imperial County,2020,May,05/01/2020,15000000,"Natural Resources, Mining and Constructi",N,1900
2311,County,Los Angeles County,2020,May,05/01/2020,32000000,Nondurable Goods,N,117300
2312,County,Los Angeles County,2020,May,05/01/2020,43485000,Transit and Ground Passenger Transportat,N,9400
2313,County,Los Angeles County,2020,May,05/01/2020,70713200,Gambling Industries,N,1000
2314,County,Nevada County,2020,May,05/01/2020,60000000,Professional and Business Services,N,2330
2315,County,Orange County,2020,May,05/01/2020,31333000,Machinery Manufacturing,N,7900
2316,County,Placer County,2020,May,05/01/2020,32000000,Nondurable Goods,N,1300
2317,County,San Bernardino County,2020,May,05/01/2020,70710000,"Arts, Entertainment, and Recreation",N,2900
2318,County,San Diego County,2020,May,05/01/2020,20238200,Building Equipment Contractors,N,22100
2319,County,San Mateo County,2020,May,05/01/2020,70000000,Leisure and Hospitality,N,24400
2320,County,Santa Barbara County,2020,May,05/01/2020,1000000,Total Wage and Salary,N,198600
2321,County,Trinity County,2020,May,05/01/2020,70000000,Leisure and Hospitality,N,190
2322,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2020,May,05/01/2020,90922000,State Government Excluding Education,N,10500
2323,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2020,May,05/01/2020,43400089,Transportation and Warehousing,N,184500
2324,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2020,May,05/01/2020,41423100,Motor Vehicle and Motor Vehicle Parts Me,N,11800
2325,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2020,May,05/01/2020,70722590,Limited-Service Eating Places,N,68800
2326,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2020,May,05/01/2020,20237000,Heavy and Civil Engineering Construction,N,12700
2327,Metropolitan Area,San Diego-Carlsbad MSA,2020,May,05/01/2020,20238100,Building Foundation and Exterior Contrac,N,10200
2328,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2020,May,05/01/2020,65610000,Educational Services,N,43700
2329,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2020,May,05/01/2020,65620000,Health Care and Social Assistance,N,121800
2330,Metropolitan Area,Santa Maria-Santa Barbara MSA,2020,May,05/01/2020,1000000,Total Wage and Salary,N,198600
2331,Metropolitan Area,Stockton-Lodi MSA,2020,May,05/01/2020,90932000,Local Government Excluding Education,N,12500
2332,Metropolitan Area,Vallejo-Fairfield MSA,2020,May,05/01/2020,20000000,Construction,N,10400
2333,State,California,2020,May,05/01/2020,70712000,"Museums, Historical Sites, and Similar I",N,14000
2334,State,California,2020,May,05/01/2020,20238100,Building Foundation and Exterior Contrac,N,122000
2335,County,Amador County,2020,June,06/01/2020,15000000,"Natural Resources, Mining and Constructi",N,660
2336,County,Butte County,2020,June,06/01/2020,90940000,State and Local Government,N,14300
2337,County,Calaveras County,2020,June,06/01/2020,8000000,Private Service Providing,N,5480
2338,County,Fresno County,2020,June,06/01/2020,15000000,"Natural Resources, Mining and Constructi",N,18800
2339,County,Lake County,2020,June,06/01/2020,90920000,State Government,N,230
2340,County,Los Angeles County,2020,June,06/01/2020,60540000,"Professional, Scientific and Technical S",N,280200
